Manuel Neuer	Alemana	27-03-1986	193	36	Bayern Munich	Portero	00	00	
Marc-Andre ter Stegen	Alemana	30-04-1992	187	30	Barcelona	Portero	00	00	
Kevin Trapp	Alemana	08-07-1990	189	32	Eintracht Frankfurt	Portero	00	00	
Armel Bella-Kotchap	Alemana	11-12-2001	190	20	Southampton	Defensa	00	00	
Matthias Ginter	Alemana	19-01-1994	191	28	SC Freiburg	Defensa	00	00	
Christian Gunter	Alemana	28-02-1993	184	29	SC Freiburg	Defensa	00	00	
Thilo Kehrer	Alemana	21-09-1996	186	26	West Ham United	Defensa	00	00	
Lukas Klostermann	Alemana	03-06-1996	187	26	RB Leipzig	Defensa	00	00	
David Raum	Alemana	22-04-1998	180	24	RB Leipzig	Defensa	00	00	
Antonio Rudiger	Alemana	03-03-1993	190	29	Real Madrid	Defensa	00	00	
Nico Schlotterbeck	Alemana	01-12-1999	191	23	Borussia Dortmund	Defensa	00	00	
Niklas Sule	Alemana	03-09-1995	195	27	Borussia Dortmund	Defensa	00	00	
Karim Adeyemi	Alemana	18-01-2002	180	20	Borussia Dortmund	Mediocampista	00	00	
Julian Brandt	Alemana	02-05-1996	185	26	Borussia Dortmund	Mediocampista	00	00	
Niclas Fullkrüg	Alemana	09-02-1993	189	29	Werder Bremen	Mediocampista	00	00	
Serge Gnabry	Alemana	14-07-1995	176	27	Bayern Munich	Mediocampista	00	00	
Leon Goretzka	Alemana	06-02-1995	189	27	Bayern Munich	Mediocampista	00	00	
Mario Götze	Alemana	03-06-1992	176	30	Eintracht Frankfurt	Mediocampista	00	00	
İlkay Gündoğan	Alemana	24-10-1990	180	32	Manchester City	Mediocampista	00	00	
Kai Havertz	Alemana	11-06-1999	193	23	Chelsea	Mediocampista	00	00	
Jonas Hofmann	Alemana	14-07-1992	176	30	Borussia Mönchengladbach	Delantero	00	00	
Joshua Kimmich	Alemana	08-02-1995	177	27	Bayern Munich	Delantero	00	00	
Youssoufa Moukoko	Alemana	20-11-2004	179	18	Borussia Dortmund	Delantero	00	00	
Jamal Musiala	Alemana	26-02-2003	184	19	Bayern Munich	Delantero	00	00	
Thomas Müller	Alemana	13-09-1989	185	32	Bayern Munich	Delantero	00	00	
Leroy Sané	Alemana	11-01-1996	183	26	Bayern Munich	Delantero	00	00	
Manaf Nurudeen	Ghana	08-02-1999	199	23	Eupen	Arquero	00	00	
Danlad Ibrahim	Ghana	02-12-2002	181	20	Asante Kokoto	Arquero	00	00	
Lawrence Ati Zigi	Ghana	29-11-1996	26	188	FC St. Gallen	Arquero	00	00	
Denis Odoi	Ghana	27-05-1988	178	34	Club Brugge	Defensor	00	00	
Tariq Lamptey	Ghana	30-09-2000	164	22	Brighton	Defensor	00	00	
Alidu Seidu	Ghana	04-06-2000	173	22	Clermont	Defensor	00	00	
Daniel Amartey	Ghana	21-12-1994	186	28	Leicester City	Defensor	00	00	
Joseph Aidoo	Ghana	29-09-1995	184	27	Celta Vigo	Defensor	00	00	
Alexander Djiku	Ghana	09-08-1994	182	28	Strasbourg	Defensor	00	00	
Mohammed Salisu	Ghana	17-04-1999	191	23	Southampton	Defensor	00	00	
Abdul-Rahman Baba	Ghana	02-07-1994	180	28	Reading	Defensor	00	00	
Gideon Mensah	Ghana	18-07-1998	178	28	Auxerre	Defensor	00	00	
Andre Ayew	Ghana	17-12-1989	176	33	Al Sadd	Mediocampista	00	00	
Thomas Partey	Ghana	13-06-1996	185	26	Arsenal	Mediocampista	00	00	
Elisha Owusu	Ghana	07-11-1997	182	25	Gent	Mediocampista	00	00	
Salis Abdul Samed	Ghana	26-03-2000	179	22	Lens	Mediocampista	00	00	
Mohammed Kudus	Ghana	02-08-2000	177	22	Ajax	Mediocampista	00	00	
Daniel Kofi Kyereh	Ghana	08-03-1996	179	26	Freiburg	Mediocampista	00	00	
Daniel Barnieh Afriyie	Ghana	26-06-2001	170	21	Accra Hearts of Oak	Delantero	00	00	
Kamal Sowah	Ghana	09-01-2000	179	22	Club Brugge	Delantero	00	00	
Issahaku Abdul Fatawu	Ghana	08-03-2004	177	18	Sporting CP	Delantero	00	00	
Osman Bukari	Ghana	13-12-1998	170	24	Red Star Belgrade	Delantero	00	00	
Inaki Williams	Ghana	15-06-1994	186	28	Athletic Bilbao	Delantero	00	00	
Antoine Semenyo	Ghana	07-01-2000	172	22	Bristol City	Delantero	00	00	
Jordan Ayew	Ghana	11-09-1991	182	31	Crystal Palace	Delantero	00	00	
Kamaldeen Sulemana	Ghana	15-02-2002	174	20	Rennes	Delantero	00	00	
Alireza Beiranvand	Iran	21-09-1992	194	30	Persepolis	Arquero	00	00	
Amir Abedzadeh	Iran	26-04-1993	186	29	Ponferradina	Arquero	00	00	
Hossein Hosseini	Iran	07-11-2000	187	22	Esteghlal FC	Arquero	00	00	
Payam Niazmand	Iran	08-09-2000	194	22	Sepahan FC	Arquero	00	00	
Shoja Khalilzadeh	Iran	06-04-1995	183	27	Al-Ahli	Defensa	00	00	
Hossein Kanaanizadegan	Iran	14-05-1989	187	33	Al-Ahli	Defensa	00	00	
Milad Mohammadi	Iran	29-09-1993	178	29	AEK Atenas	Defensa	00	00	
Majid Hosseini	Iran	20-06-1996	187	26	Kayserispor	Defensa	00	00	
Morteza Pouraliganji	Iran	19-04-1992	187	30	Persepolis	Defensa	00	00	
Sadegh Moharrami	Iran	01-03-1996	174	26	Dinamo Zagreb	Defensa	00	00	
Ramin Rezaeian	Iran	21-03-1990	180	32	Sepahan FC	Defensa	00	00	
Abolfazl Jalali	Iran	26-06-1998	177	24	Esteghlal FC	Defensa	00	00	
Ehsan Hajsafi	Iran	25-02-1990	178	32	AEK Atenas	Defensa	00	00	
Saeid Ezatolahi	Iran	01-10-1996	190	26	Vejle Boldklub	Centrocampista	00	00	
Ali Karimi	Iran	08-11-1978	179	44	Kayserispor	Centrocampista	00	00	
Saman Ghoddos	Iran	06-09-1993	176	29	Brentford	Centrocampista	00	00	
Ahmad Nourollahi	Iran	01-02-1993	29	185	Shabab Al-Ahli	Centrocampista	00	00	
Roozbeh Cheshmi	Iran	24-06-1993	192	29	Esteghlal FC	Centrocampista	00	00	
Vahid Amiri	Iran	02-04-1988	179	34	Persepolis	Centrocampista	00	00	
Mehdi Torabi	Iran	10-09-1994	180	28	Persepolis	Centrocampista	00	00	
Ali Gholizadeh	Iran	10-03-1996	176	26	Charleroi	Centrocampista	00	00	
Alireza Jahanbakhsh	Iran	11-08-1993	29	180	Feyenoord	Delantero	00	00	
Mehdi Taremi	Iran	18-07-1992	178	30	Oporto	Delantero	00	00	
Sardar Azmoun	Iran	01-01-1995	186	27	Bayer Leverkusen	Delantero	00	00	
Karim Ansarifard	Iran	03-04-1990	184	32	Omonia	Delantero	00	00	
Mohammad Nosrati	Iran	11-01-2000	180	22	Persepolis	Delantero	00	00	
Shuichi Gonda	Japon	03-03-1989	187	33	Shimizu S-Pulse	Arquero	00	00	
Eiji Kawashima	Japon	20-03-1983	185	39	RC Strasbourg	Arquero	00	00	
Daniel Schmidt	Japon	03-02-1992	197	30	Sint-Truidense VV	Arquero	00	00	
Yuto Nagatomo	Japon	12-09-1986	170	36	Tokyo	Defensor	00	00	
Maya Yoshida	Japon	24-08-1988	189	34	Schalke	Defensor	00	00	
Hiroki Sakai	Japon	12-04-1990	185	32	Urawa Red Diamonds	Defensor	00	00	
Takehiro Tomiyasu	Japon	05-11-1998	188	24	Arsenal	Defensor	00	00	
Miki Yamane	Japon	22-12-1993	178	29	Kawasaki Frontale	Defensor	00	00	
Miki Yamane	Japon	22-12-1993	178	29	Kawasaki Frontale	Defensor	00	00	
Ko Itakura	Japon	27-01-1997	186	25	Borussia Monchengladbach	Defensor	00	00	
Hiroki Ito	Japon	12-05-1999	188	23	Stuttgart	Defensor	00	00	
Gaku Shibasaki	Japon	28-05-1992	175	30	Leganés	Mediocampista	00	00	
Wataru Endo	Japon	09-02-1993	178	29	Stuttgart	Mediocampista	00	00	
Takumi Minamino	Japon	16-01-1995	174	27	Mónaco	Mediocampista	00	00	
Junya Ito	Japon	09-03-1993	176	29	Reims	Mediocampista	00	00	
Ritsu Doan	Japon	16-06-1998	172	24	Freiburgo	Mediocampista	00	00	
Daichi Kamada	Japon	05-08-1996	184	26	Eintracht Frankfurt	Mediocampista	00	00	
Takefusa Kubo	Japon	04-06-2001	173	21	Real Sociedad	Mediocampista	00	00	
Hidemasa Morita	Japon	10-05-1995	177	27	Sporting	Mediocampista	00	00	
Ao Tanaka	Japon	10-09-1998	180	24	Fortuna Dusseldorf	Mediocampista	00	00	
Kaoru Mitoma	Japon	20-05-1997	178	25	Brighton	Mediocampista	00	00	
Yuki Soma	Japon	25-02-1997	166	25	Nagoya Grampus	Mediocampista	00	00	
Takuma Asano	Japon	10-11-1994	173	28	Bochum	Delantero	00	00	
Ayase Ueda	Japon	28-08-1998	182	24	Brujas	Delantero	00	00	
Daizen Maeda	Japon	20-10-1997	173	25	Celtic	Delantero	00	00	
Shuto Machino	Japon	30-09-1999	185	23	Shonan Bellmare	Delantero	00	00	
Kim Seung-gyu	Corea	30-09-1990	187	32	Al-Shabab	Arquero	00	00	
Song Bum-keun	Corea	15-01-1997	194	25	Jeonbuk	Arquero	00	00	
Jo Hyeon-woo	Corea	25-09-1991	189	31	Ulsan	Arquero	00	00	
Kim Min-jae	Corea	15-11-1996	190	26	Napoles	Defensor	00	00	
Kim Young-gwon	Corea	27-02-1990	187	32	Ulsan	Defensor	00	00	
Kwon Kyung-won	Corea	31-01-1992	188	30	Gamba Osaka	Defensor	00	00	
Cho Yu-min	Corea	17-11-1996	182	26	Daejeon	Defensor	00	00	
Kim Moon-hwan	Corea	01-08-1995	173	27	Jeonbuk	Defensor	00	00	
Yoon Jong-gyu	Corea	20-03-1998	175	24	FC Seoul	Defensor	00	00	
Kim Tae-hwan	Corea	24-07-1989	177	33	Ulsan	Defensor	00	00	
Kim Jin-su	Corea	13-06-1992	177	30	Jeonbuk	Defensor	00	00	
Hong Chul	Corea	17-09-1990	176	32	Daegu	Defensor	00	00	
Jung Woo-young	Corea	14-12-1989	186	33	Al Sociedad	Mediocampista	00	00	
Son Jun-ho	Corea	12-05-1992	178	30	Shandong Taishan	Mediocampista	00	00	
Paik Seung-ho	Corea	17-03-1997	180	25	Jeonbuk	Mediocampista	00	00	 
Hwang In-beom	Corea	20-09-1996	177	26	Olympiakos	Mediocampista	00	00	
Lee Jae-sung	Corea	10-08-1992	180	30	Maguncia	Mediocampista	00	00	
Kwon Chang-hoon	Corea	30-06-1994	174	28	Gimcheon Sangmu	Mediocampista	00	00	
Jeong Woo-yeong	Corea	20-09-1999	179	23	Freiburgo	Mediocampista	00	00	
Lee Kang-in	Corea	19-02-2001	173	21	Mallorca	Mediocampista	00	00	
Son Heung-min	Corea	08-07-1992	183	30	Tottenham	Mediocampista	00	00	
Hwang Hee-chan	Corea	26-01-1996	177	26	Wolverhampton	Mediocampista	00	00	
Na Sang-ho	Corea	12-08-1996	173	26	FC Seoul	Mediocampista	00	00	
Song Min-kyu	Corea	12-09-1999	180	23	Jeonbuk	Mediocampista	00	00	
Hwang Ui-jo	Corea	28-08-1992	185	30	Olympiakos	Delantero	00	00	
Cho Gue-sung	Corea	25-01-1998	189	24	Jeonbuk	Delantero	00	00	
Guillermo Ochoa	México	13-07-1985	185	37	América	Arquero	00	00	
Alfredo Talavera	México	18-09-1982	188	40	Juárez	Arquero	00	00	
Rodolfo Cota	México	03-07-1987	183	35	León	Arquero	00	00	
Kevin Álvarez	México	15-01-1999	175	23	Pachuca	Defensor	00	00	
Jesús Angulo	México	30-01-1998	175	24	Tigres	Defensor	00	00	
Néstor Araujo	México	09-08-1991	188	31	América	Defensor	00	00	
Gerardo Arteaga	México	07-09-1998	174	24	Genk	Defensor	00	00	
Jesús Gallardo	México	15-08-1994	176	28	Monterrey	Defensor	00	00	
Héctor Moreno	México	17-01-1988	182	34	Monterrey	Defensor	00	00	
César Montes	México	24-02-1997	191	25	Monterrey	Defensor	00	00	
Jorge Sánchez	México	10-12-1997	174	25	Ajax	Defensor	00	00	
Johan Vásquez	México	22-10-1998	184	24	Cremonese	Defensor	00	00	
Edson Álvarez	México	24-10-1997	187	25	Ajax	Mediocampista	00	00	
Roberto Alvarado	México	07-09-1998	176	24	Guadalajara	Mediocampista	00	00	
Uriel Antuna	México	21-08-1997	174	25	Cruz Azul	Mediocampista	00	00	
Luis Chávez	México	15-01-1996	177	24	Pachuca	Mediocampista	00	00	
Andrés Guardado	México	28-09-1986	169	36	Betis	Mediocampista	00	00	
Erick Gutiérrez	México	15-06-1995	176	27	PSV	Mediocampista	00	00	
Héctor Herrera	México	19-04-1990	183	32	Houston Dynamo	Mediocampista	00	00	
Orbelin Pineda	México	24-03-1996	169	26	AEK Atenas	Mediocampista	00	00	
Carlos Rodríguez	México	03-01-1997	171	25	Cruz Azul	Mediocampista	00	00	
Luis Romo	México	05-06-1995	182	27	Monterrey	Mediocampista	00	00	
Rogelio Funes Mori	México	05-03-1991	190	31	Monterrey	Delantero	00	00	
Raúl Jiménez	México	05-05-1991	190	31	Wolverhampton	Delantero	00	00	
Hirving Lozano	México	30-07-1995	174	27	Napoli	Delantero	00	00	
Henry Martín	México	18-11-1992	177	30	América	Delantero	00	00	
Yassine Bounou	Marruecos	05-04-1991	192	31	Sevilla FC	portero	00	00	
Ahmed Reda	Marruecos	05-04-1996	192	26	Wydad casablanca	portero	00	00	
Munir	Marruecos	1005-1989	190	33	AI-wehda FC	portero	00	00	
Nayef Aguerd	Marruecos	30-03-1996	188	26	West ham united	defensor	00	00	
Romain Saïss	Marruecos	26-03-1990	188	32	Besiktas jks	defensor	00	00	
Achraf Dari	Marruecos	06-05-1999	188	23	Stade Brestois	defensor	00	00	
Jawad el Yamiq	Marruecos	29-02-1992	193	30	Real calladolid CF	defensor	00	00	
Badr Benoum	Marruecos	30-09-1993	193	29	Qatar sc	defensor	00	00	
Yahia Attiyat allah	Marruecos	02-03-1995	176	27	Wydad casablanca	delantero	00	00	
Achraf Hakimi	Marruecos	04-11-1998	181	24	Paris saint-germain FC	delantero	00	00	
Noussair Mazraoui	Marruecos	14-11-1997	183	25	Bayern múnich	delantero	00	00	
Sofyan Amrabat	Marruecos	21-08-1996	185	26	Fiorentina	delantero	00	00	
Yahya Jabrane	Marruecos	18-06-1991	187	31	Wydad casablanca	delantero	00	00	
Azzedine Ounahi	Marruecos	19-04-2000	182	22	Angers sco	mediocampista	00	00	
Hakim Ziyech	Marruecos	19-03-1993	181	29	Chelsea FC	mediocampista	00	00	
Ilias Chair	Marruecos	30-10-1997	160	25	Queens park rangers	mediocampista	00	00	
Selim Amallah	Marruecos	15-11-1996	186	26	Standard de lieja	mediocampista	00	00	
Bilial el Khannouss	Marruecos	10-05-2004	180	18	Krc genk	mediocampista	00	00	
Abdelhamid Sabiri	Marruecos	28-11-1996	186	26	Uc sampdoira	mediocampista	00	00	
Ez Abde	Marruecos	17-12-2001	177	20	Ca osasuna	delantero	00	00	
Sofiane Boufal	Marruecos	17-09-1993	175	29	Angers sco	delantero	00	00	
Anass Zaroury	Marruecos	07-11-2000	176	22	Burnley FC milan	delantero	00	00	
Zakaria Aboukhlal	Marruecos	18-02-2000	179	22	Toulouse FC	delantero	00	00	
Youssef En-Nesyri	Marruecos	01-06-1997	192	25	Sevilla FC	delantero	00	00	
Abderrazak Hamdallah	Marruecos	17-12-1990	182	31	Ai-ittihad club	delantero	00	00	
Walid Cheddira	Marruecos	22-01-1998	187	24	Ssc bari	delantero	00	00	
Justin Bijlow	Paises Bajos	22-01-1998	188	24	Feyenoord rotterdam	portero	00	00	
Andries Noppert	Paises Bajos	07-04-1994	203	28	Sc heerenveen	portero	00	00	
Remko Pasveer	Paises Bajos	08-11-1983	187	39	Ajax de Ámsterdam	portero	00	00	
Matthijs de Ligt	Paises Bajos	12-08-1999	189	23	Bayern múnich	defensor	00	00	
Virgil van Dijk	Paises Bajos	08-07-1991	193	31	Liverpool FC	defensor	00	00	
Jurrien Timber	Paises Bajos	17-06-2001	182	21	Ajax de Ámsterdam	defensor	00	00	
Nathan Aké	Paises Bajos	18-02-1995	180	27	Manchester city	defensor	00	00	
Stefan de Vrij	Paises Bajos	05-02-1992	189	30	inter de Milán	defensa	00	00	
Tyrell Malacia	Paises Bajos	17-08-1999	169	23	manchester united	defensor	00	00	
Daley Blind	Paises Bajos	09-03-1990	180	32	ajax de Ámsterdam	defensor	00	00	
Jeremie Frimpong	Paises Bajos	10-12-2000	171	21	Bayer 04 leverkusen	defensor	00	00	
Teun Koopmeiners	Paises Bajos	28-02-1998	183	24	atalanta de Bérmago united	mediocampista	00	00	
Marten de Roon	Paises Bajos	29-03-1991	185	31	atalanta de Bérmago	mediocampista	00	00	
Frenkie de Jong	Paises Bajos	12-05-1997	181	25	FC barcelona	mediocampista	00	00	
Kenneth Taylor	Paises Bajos	16-05-2002	182	20	ajax de Ámsterdam	mediocampista	00	00	
Denzel Dumfries	Paises Bajos	18-04-1996	188	26	inter de milán	mediocampista	00	00	
Xavi Simons	Paises Bajos	21-04-2003	179	19	psv eindhoven	mediocampista	00	00	
Steven Berghuis	Paises Bajos	19-12-1991	182	30	ajax de Ámsterdam	mediocampista	00	00	
Davy Klaassen	Paises Bajos	21-02-1993	179	29	ajax de Ámsterdam	mediocampista	00	00	
Cody Gakpo	Paises Bajos	07-05-1999	189	23	psv eindhoven	mediocampista	00	00	
Steven Bergwijim	Paises Bajos	08-10-1997	178	25	ajax de Ámsterdam	mediocampista	00	00	
Noa Lang	Paises Bajos	17-06-1999	173	23	inter milan	mediocampista	00	00	
Memphis Depay	Paises Bajos	13-02-1994	178	38	Fc barceelona	delantero	00	00	
Wout Eghorst	Paises Bajos	07-08-1992	197	30	besiktas JK	delantero	00	00	
Vincent Janssen	Paises Bajos	15-06-1994	184	28	royal amberes FC	delantero	00	00	
luuk de Jong	Paises Bajos	27-08-1990	188	32	psv eindhoven	delantero	00	00	
Wojciech Szczesny	Polonia	18-04-1990	196	32	juventus de turin	portero	00	00	
Kamil Grabara	Polonia	08-01-1999	195	23	fc copenhauge	portero	00	00	
Lukasz Skorupski	Polonia	05-05-1991	187	31	bolonia	portero	00	00	
Jan Bednarek	Polonia	12-04-1996	189	26	aston villa	defensa	00	00	
Jakub Kiwior	Polonia	15-02-2000	189	22	spezia	defensa	00	00	
Mateusz Wieteska	Polonia	11-02-1997	187	25	clermont foot 63	defensa	00	00	
Kamil Glik	Polonia	03-02-1988	190	34	benevento	defensa	00	00	
Artur Jedrzejczyk	Polonia	04-11-1987	189	35	legia de varsovia	defensa	00	00	
Matty Cash	Polonia	07-08-1997	185	25	Aston villa	defensa	00	00	
Robert Gumny	Polonia	04-06-1998	182	24	fc ausburgo	defensa	00	00	
Bartosz Bereszynski	Polonia	12-07-1992	183	30	uc sampdoria	defensa	00	00	
Grzegorz Krychowiak	Polonia	29-01-1990	187	32	Riyadh	mediocampista	00	00	
Krystian Bielik	Polonia	04-01-1998	189	24	birmingham city	mediocampista	00	00	
Szymon Zurkowski	Polonia	25-09-1997	185	25	fiorentina	mediocampista	00	00	
Damian Szymanski	Polonia	16-06-1995	185	27	aek atenas FC	mediocampista	00	00	
Przemyslaw Frankowski	Polonia	12-04-1995	175	27	rc lens	mediocampista	00	00	
Nicola Zalewski	Polonia	23-01-2002	175	20	as roma	mediocampista	00	00	
Piotr Zielinski	Polonia	20-05-1994	180	28	ssc napoles	mediocampista	00	00	
Sebastian Szymanski	Polonia	10-05-1999	174	23	feyenoord rotterdam	mediocampista	00	00	
Jakub Kaminski	Polonia	05-06-2002	179	20	vfl wolfsburgo	mediocampista	00	00	
Kamil Grosicki	Polonia	08-06-1988	180	34	pogon szczecin	mediocampista	00	00	
Michal Skoras	Polonia	15-02-200	172	22	lech poznan	delantero	00	00	
Robert Lewandowski	Polonia	21-08-1988	185	34	fc barcelona	delantero	00	00	
Krzysztof Piatek	Polonia	01-07-1995	183	27	us salernitana	delantero	00	00	
Arkadiusz Milik	Polonia	28-02-1994	186	28	juventus de turin	delantero	00	00	
Karol Swiderski	Polonia	23-01-1997	184	25	charlotte FC	delantero	00	00	
Diogo Costa	Portugal	19-09-1999	186	23	fc oporto	portero	00	00	
José Sá	Portugal	17-01-1993	192	29	wolverhampton wanderers	portero	00	00	
Rui Patrício	Portugal	15-02-1988	190	34	as Roma	portero	00	00	
Rúben Dias	Portugal	14-05-1997	187	24	manchester city	defensor	00	00	
António Silva	Portugal	30-10-2003	187	19	sl benfica	defensor	00	00	
Pepe	Portugal	26-02-1983	187	39	fc oporto	defensor	00	00	
Raphaël Guerreiro	Portugal	22-12-1993	170	28	borussia dormund	defensor	00	00	
João Cancelo	Portugal	27-05-1994	182	28	manchester city	defensor	00	00	
Diogo Dalot	Portugal	18-03-1999	183	23	manchester united	defensor	00	00	
Rúben Neves	Portugal	13-03-1997	180	25	wolverhampton wanderers	mediocampista	00	00	
João Palhinha	Portugal	09-07-1995	190	27	fulham fc	mediocampista	00	00	
William Carvalho	Portugal	07-04-1992	187	30	real betis balompie	mediocampista	00	00	
Vitinha	Portugal	13-02-2000	172	22	paris saint-germain fc	mediocampista	00	00	
Matheus Nunes	Portugal	27-08-1998	183	24	wolverhampton wanderers	mediocampista	00	00	
Otávio	Portugal	09-02-1995	172	27	fc oporto	mediocampista	00	00	
Bernardo Silva allister	Portugal	10-08-1994	173	28	manchester city	mediocampista	00	00	
Bruno Fernandes	Portugal	08-09-1994	179	28	manchester united	mediocampista	00	00	
João Mário	Portugal	19-01-1993	179	29	sl benefica	mediocampista	00	00	
Rafael Leão	Portugal	10-06-1999	188	23	ac milan	mediocampista	00	00	
Ricardo Horta	Portugal	15-09-1994	173	28	sc braga	mediocampista	00	00	
João Félix	Portugal	10-11-1999	181	23	atletico de madrid	mediocampista	00	00	
André Silva	Portugal	06-11-1995	185	27	rb leipzig	delantero	00	00	
Gonçalo Ramos	Portugal	20-06-2001	185	21	sl benefica	delantero	00	00	
Cristiano Ronaldo	Portugal	05-02-1985	187	37	agente libre	delantero	00	00	
Francisco Trincão	Portugal	29-12-1999	184	22	sporting cp	delantero	00	00	
Pedro Neto	Portugal	09-03-2000	172	22	wolverhampton wanderers	mediocampista	00	00	
Meshaal Barsham	Catar	14-02-1998	180	24	ai-sadd sc	portero	00	00	
Meshaal Barsham	Catar	19-02-1990	188	32	ai-sadd sc	portero	00	00	
Yousef Hassan	Catar	24-05-1996	186	26	ai-gharafa sc	portero	00	00	
Bassam Al-Rawi	Catar	16-12-1997	175	24	ai-duhail sc	defensor	00	00	
Tarek Salman	Catar	05-12-1997	179	25	ai-sadd sc	defensor	00	00	
Boualem Khoukhi	Catar	09-07-1990	180	32	ai-sadd sc	defensor	00	00	
Pedro Miguel	Catar	06-08-1990	182	32	ai-sadd sc	defensor	00	00	
Jassem Gaber Abdulsallam	Catar	20-02-2002	183	20	ai-arabi sc	defensor	00	00	
Abdelkarim Hassan	Catar	28-08-1993	186	29	ai-sadd sc	defensor	00	00	
Homam Ahmed	Catar	25-08-1999	186	23	ai-gharafa sc	defensor	00	00	
Musab Khoder	Catar	01-01-1993	174	29	ai-sadd sc	defensor	00	00	
Karim Boudiaf	Catar	16-09-1990	187	32	ai-duhail sc	mediocampista	00	00	
Mohammed Waad	Catar	18-09-1999	183	23	lyon	mediocampista	00	00	
Assim Madibo	Catar	22-10-1996	168	26	ai-duhail sc	mediocampista	00	00	
Salem Al-Hajri	Catar	10-04-1996	183	26	ai-sadd sc	mediocampista	00	00	
Abdulaziz Hatem	Catar	28-10-1990	183	32	ai-rayyan sc	mediocampista	00	00	
Mustafa Mashaal	Catar	28-03-2001	174	21	ai-sadd sc	mediocampista	00	00	
Ali Asad	Catar	19-01-1993	175	29	ai-sadd sc	mediocampista	00	00	
Akram Afif	Catar	18-11-1996	177	26	ai-sadd sc	mediocampista	00	00	
Khalid Muneer Mazeed	Catar	24-02-1998	174	24	ai-wakrah sc	mediocampista	00	00	
Hasan Al-Haydos	Catar	11-12-1990	174	31	ai-sadd sc	mediocampista	00	00	
Naif Al-Hadhrami	Catar	18-07-2001	180	21	ai-rayyan sc	mediocampista	00	00	
Ismaeel Mohammed	Catar	05-04-1990	168	32	ai-duhail sc	mediocampista	00	00	
Almoez Ali	Catar	19-08-1996	180	26	ai-duhail sc	delantero	00	00	
Ahmed Alaaeldin	Catar	31-01-1993	177	29	ai-gharafa sc	delantero	00	00	
Mohammed Muntari	Catar	20-12-1993	194	28	ai-duhail sc	delantero	00	00	
Mohammed Al-Owais	Arabia Saudi	10-10-1991	185	31	ai-hilal saudi fc	portero	00	00	
Mohammed Al-Rubaie	Arabia Saudi	14-08-1997	190	25	ai-ahli saudi fc	portero	00	00	
Nawaf Al-Aqidi	Arabia Saudi	10-05-2000	188	22	ai-nassr fc	portero	00	00	
Abdulelah Al-Amri	Arabia Saudi	15-01-1997	183	25	ai-nassr fc	defensor	00	00	
Hassan Tambakti	Arabia Saudi	09-02-1999	182	23	ai-shabab club	defensor	00	00	
Abdullah Madu	Arabia Saudi	15-07-1993	186	29	ai-nassr fc	defensor	00	00	
Ali Al-Boleahi	Arabia Saudi	21-11-1989	178	33	ai-hilal saudi fc	defensor	00	00	
Yasser Al-Shahrani	Arabia Saudi	25-05-1992	170	30	ai-hilal saudi fc	defensor	00	00	
Nasser Al-Dawsari	Arabia Saudi	19-12-1998	178	23	ai-hilal saudi fc	defensor	00	00	
Sultan Al-Ghannam	Arabia Saudi	06-05-1994	173	28	ai-nassr fc	defensor	00	00	
Saud Abdulhamid	Arabia Saudi	18-07-1999	178	23	ai-hilal saudi fc	defensor	00	00	
Mohammed Al-Burayk	Arabia Saudi	15-09-1992	170	30	ai-hilal saudi fc	defensor	00	00	
Ali Al-Hassan	Arabia Saudi	04-03-1997	176	25	ai-nassr fc	mediocampista	00	00	
Riad Sharahili	Arabia Saudi	28-04-1993	185	29	abha club	mediocampista	00	00	
Abdullah Otayf	Arabia Saudi	03-08-1992	177	30	ai-hilal saudi fc	mediocampista	00	00	
Mohamed Kanno	Arabia Saudi	22-09-1994	192	28	ai-hilal saudi fc	mediocampista	00	00	
Abdulelah Al-Malki	Arabia Saudi	11-10-1994	170	28	ai-hilal saudi fc	mediocampista	00	00	
Salman Al-Faraj	Arabia Saudi	01-08-1989	180	33	ai-hilal saudi fc	mediocampista	00	00	
Sami Al-Najei	Arabia Saudi	07-02-1997	181	25	ai-nassr fc	mediocampista	00	00	
Nawaf Al-Abed	Arabia Saudi	06-01-1990	170	32	ai-shabab club	mediocampista	00	00	
Salem Al-Dawsari	Arabia Saudi	19-08-1991	171	31	ai-hilal saudi fc	mediocampista	00	00	
Abdulrahman Al-Oboud	Arabia Saudi	10-06-1995	174	27	ai-ittihad club	mediocampista	00	00	
Hattan Bahebri	Arabia Saudi	16-07-1992	170	30	ai-shabab club	mediocampista	00	00	
Firas Al-Buraikan	Arabia Saudi	14-05-2000	181	22	ai-fateh	delantero	00	00	
Saleh Al-Shehri	Arabia Saudi	01-11-1993	184	29	ai-hilal saudi fc	delantero	00	00	
Haitham Asiri	Arabia Saudi	01-07-2001	173	21	ai-ahli saudi fc	delantero	00	00	
Edouard Mendy	Senegal	01-03-1992	194	30	chelsea fc	portero	00	00	
Alfred Gomis	Senegal	05-09-1993	196	29	stade rennais fc	portero	00	00	
Seny Dieng	Senegal	23-11-1994	193	28	queens park rangers	portero	00	00	
Kalidou Koulibaly	Senegal	20-06-1991	186	31	chelsea fc	defensor	00	00	
Abdou Diallo	Senegal	04-05-1996	187	26	rb leipzig	defensor	00	00	
Pape Abou Cissé	Senegal	14-09-1995	198	27	olympiakos el pireo	defensor	00	00	
Formose Mendy	Senegal	02-01-2001	191	21	amiens sc	defensor	00	00	
